base        rep  M   N    OS         type  no  group  Source      Name
78          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
78          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
78          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
78          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
78          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
78          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
78          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
78          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
78          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
78          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
79          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
79          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
79          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
79          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
79          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
79          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
79          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
79          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
79          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
79          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
80          0    20  100  0.0752632  PSS   NA  NA     NasiriPSS   PSSata
80          1    20  100  0.0892632  PSS   NA  NA     NasiriPSS   PSSata
80          2    20  100  0.0923684  PSS   NA  NA     NasiriPSS   PSSata
80          3    20  100  0.124947   PSS   NA  NA     NasiriPSS   PSSata
80          4    20  100  0.103895   PSS   NA  NA     NasiriPSS   PSSata
80          5    20  100  0.110368   PSS   NA  NA     NasiriPSS   PSSata
80          6    20  100  0.114263   PSS   NA  NA     NasiriPSS   PSSata
80          7    20  100  0.122211   PSS   NA  NA     NasiriPSS   PSSata
80          8    20  100  0.106105   PSS   NA  NA     NasiriPSS   PSSata
80          9    20  100  0.0943684  PSS   NA  NA     NasiriPSS   PSSata
#
abz7        NA   15  20   0.47619    GSS   NA  10     GSSblum     GSS
abz7        NA   15  20   0.419048   GSS   NA  11     GSSblum     GSS
abz7        NA   15  20   0.342857   GSS   NA  12     GSSblum     GSS
abz7        NA   15  20   0.247619   GSS   NA  13     GSSblum     GSS
abz7        NA   15  20   0.133333   GSS   NA  14     GSSblum     GSS
abz7        NA   15  20   0          GSS   NA  15     GSSblum     GSS
abz7        NA   15  20   1          GSS   NA  1      GSSblum     GSS
abz7        NA   15  20   0.933333   GSS   NA  2      GSSblum     GSS
abz7        NA   15  20   0.857143   GSS   NA  3      GSSblum     GSS
abz7        NA   15  20   0.8        GSS   NA  4      GSSblum     GSS
abz7        NA   15  20   0.714286   GSS   NA  5      GSSblum     GSS
abz7        NA   15  20   0.685714   GSS   NA  6      GSSblum     GSS
abz7        NA   15  20   0.6        GSS   NA  7      GSSblum     GSS
abz7        NA   15  20   0.533333   GSS   NA  8      GSSblum     GSS
abz7        NA   15  20   0.514286   GSS   NA  9      GSSblum     GSS
ft10        NA   10  10   0          GSS   NA  10     GSSblum     GSS
ft10        NA   10  10   1          GSS   NA  1      GSSblum     GSS
ft10        NA   10  10   0.888889   GSS   NA  2      GSSblum     GSS
ft10        NA   10  10   0.8        GSS   NA  3      GSSblum     GSS
ft10        NA   10  10   0.711111   GSS   NA  4      GSSblum     GSS
ft10        NA   10  10   0.555556   GSS   NA  5      GSSblum     GSS
ft10        NA   10  10   0.533333   GSS   NA  6      GSSblum     GSS
ft10        NA   10  10   0.466667   GSS   NA  7      GSSblum     GSS
ft10        NA   10  10   0.355556   GSS   NA  8      GSSblum     GSS
ft10        NA   10  10   0.2        GSS   NA  9      GSSblum     GSS
la38        NA   15  15   0.47619    GSS   NA  10     GSSblum     GSS
la38        NA   15  15   0.419048   GSS   NA  11     GSSblum     GSS
la38        NA   15  15   0.342857   GSS   NA  12     GSSblum     GSS
la38        NA   15  15   0.247619   GSS   NA  13     GSSblum     GSS
la38        NA   15  15   0.133333   GSS   NA  14     GSSblum     GSS
la38        NA   15  15   0          GSS   NA  15     GSSblum     GSS
la38        NA   15  15   1          GSS   NA  1      GSSblum     GSS
la38        NA   15  15   0.933333   GSS   NA  2      GSSblum     GSS
la38        NA   15  15   0.857143   GSS   NA  3      GSSblum     GSS
la38        NA   15  15   0.8        GSS   NA  4      GSSblum     GSS
la38        NA   15  15   0.714286   GSS   NA  5      GSSblum     GSS
la38        NA   15  15   0.685714   GSS   NA  6      GSSblum     GSS
la38        NA   15  15   0.6        GSS   NA  7      GSSblum     GSS
la38        NA   15  15   0.533333   GSS   NA  8      GSSblum     GSS
la38        NA   15  15   0.514286   GSS   NA  9      GSSblum     GSS
#
01          NA   15  20   0.85619    GSS   NA  NA     GSSNasAdmu  GSSdmu
02          NA   15  20   0.85619    GSS   NA  NA     GSSNasAdmu  GSSdmu
03          NA   15  20   0.85619    GSS   NA  NA     GSSNasAdmu  GSSdmu
04          NA   15  20   0.85619    GSS   NA  NA     GSSNasAdmu  GSSdmu
05          NA   15  20   0.85619    GSS   NA  NA     GSSNasAdmu  GSSdmu
06          NA   20  20   0.820789   GSS   NA  NA     GSSNasAdmu  GSSdmu
07          NA   20  20   0.820789   GSS   NA  NA     GSSNasAdmu  GSSdmu
08          NA   20  20   0.820789   GSS   NA  NA     GSSNasAdmu  GSSdmu
09          NA   20  20   0.820789   GSS   NA  NA     GSSNasAdmu  GSSdmu
10          NA   20  20   0.820789   GSS   NA  NA     GSSNasAdmu  GSSdmu
11          NA   15  30   0.851746   GSS   NA  NA     GSSNasAdmu  GSSdmu
12          NA   15  30   0.851746   GSS   NA  NA     GSSNasAdmu  GSSdmu
13          NA   15  30   0.851746   GSS   NA  NA     GSSNasAdmu  GSSdmu
14          NA   15  30   0.851746   GSS   NA  NA     GSSNasAdmu  GSSdmu
15          NA   15  30   0.851746   GSS   NA  NA     GSSNasAdmu  GSSdmu
16          NA   20  30   0.802281   GSS   NA  NA     GSSNasAdmu  GSSdmu
17          NA   20  30   0.802281   GSS   NA  NA     GSSNasAdmu  GSSdmu
18          NA   20  30   0.802281   GSS   NA  NA     GSSNasAdmu  GSSdmu
19          NA   20  30   0.802281   GSS   NA  NA     GSSNasAdmu  GSSdmu
20          NA   20  30   0.802281   GSS   NA  NA     GSSNasAdmu  GSSdmu
21          NA   15  40   0.853095   GSS   NA  NA     GSSNasAdmu  GSSdmu
22          NA   15  40   0.853095   GSS   NA  NA     GSSNasAdmu  GSSdmu
23          NA   15  40   0.853095   GSS   NA  NA     GSSNasAdmu  GSSdmu
24          NA   15  40   0.853095   GSS   NA  NA     GSSNasAdmu  GSSdmu
25          NA   15  40   0.853095   GSS   NA  NA     GSSNasAdmu  GSSdmu
26          NA   20  40   0.888684   GSS   NA  NA     GSSNasAdmu  GSSdmu
27          NA   20  40   0.888684   GSS   NA  NA     GSSNasAdmu  GSSdmu
28          NA   20  40   0.888684   GSS   NA  NA     GSSNasAdmu  GSSdmu
29          NA   20  40   0.888684   GSS   NA  NA     GSSNasAdmu  GSSdmu
30          NA   20  40   0.888684   GSS   NA  NA     GSSNasAdmu  GSSdmu
31          NA   15  50   0.819048   GSS   NA  NA     GSSNasAdmu  GSSdmu
32          NA   15  50   0.819048   GSS   NA  NA     GSSNasAdmu  GSSdmu
33          NA   15  50   0.819048   GSS   NA  NA     GSSNasAdmu  GSSdmu
34          NA   15  50   0.819048   GSS   NA  NA     GSSNasAdmu  GSSdmu
35          NA   15  50   0.819048   GSS   NA  NA     GSSNasAdmu  GSSdmu
36          NA   20  50   0.801263   GSS   NA  NA     GSSNasAdmu  GSSdmu
37          NA   20  50   0.801263   GSS   NA  NA     GSSNasAdmu  GSSdmu
38          NA   20  50   0.801263   GSS   NA  NA     GSSNasAdmu  GSSdmu
39          NA   20  50   0.801263   GSS   NA  NA     GSSNasAdmu  GSSdmu
40          NA   20  50   0.801263   GSS   NA  NA     GSSNasAdmu  GSSdmu
#
01          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
02          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
03          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
04          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
05          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
06          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
07          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
08          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
09          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
10          NA   15  15   0.871746   GSS   NA  NA     GSSNasTai   GSSata
11          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
12          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
13          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
14          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
15          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
16          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
17          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
18          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
19          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
20          NA   15  20   0.85619    GSS   NA  NA     GSSNasTai   GSSata
21          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
22          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
23          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
24          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
25          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
26          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
27          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
28          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
29          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
30          NA   20  20   0.820789   GSS   NA  NA     GSSNasTai   GSSata
31          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
32          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
33          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
34          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
35          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
36          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
37          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
38          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
39          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
40          NA   15  30   0.851746   GSS   NA  NA     GSSNasTai   GSSata
41          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
42          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
43          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
44          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
45          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
46          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
47          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
48          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
49          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
50          NA   20  30   0.802281   GSS   NA  NA     GSSNasTai   GSSata
51          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
52          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
53          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
54          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
55          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
56          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
57          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
58          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
59          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
60          NA   15  50   0.819048   GSS   NA  NA     GSSNasTai   GSSata
61          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
62          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
63          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
64          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
65          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
66          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
67          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
68          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
69          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
70          NA   20  50   0.801263   GSS   NA  NA     GSSNasTai   GSSata
#
16          0    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          1    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          2    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          3    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          4    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          5    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          6    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          7    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          8    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          9    10  20   0.5        GSS   10  NA     MSSliu      MSS
16          0    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          1    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          2    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          3    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          4    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          5    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          6    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          7    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          8    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          9    10  25   0.4        GSS   15  NA     MSSliu      MSS
16          0    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          1    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          2    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          3    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          4    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          5    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          6    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          7    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          8    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          9    10  30   0.333333   GSS   20  NA     MSSliu      MSS
16          0    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          1    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          2    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          3    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          4    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          5    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          6    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          7    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          8    10  15   0.666667   GSS   5   NA     MSSliu      MSS
16          9    10  15   0.666667   GSS   5   NA     MSSliu      MSS
24          0    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          1    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          2    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          3    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          4    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          5    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          6    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          7    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          8    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          9    10  25   0.6        GSS   10  NA     MSSliu      MSS
24          0    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          1    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          2    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          3    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          4    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          5    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          6    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          7    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          8    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          9    10  30   0.5        GSS   15  NA     MSSliu      MSS
24          0    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          1    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          2    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          3    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          4    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          5    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          6    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          7    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          8    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          9    10  35   0.428571   GSS   20  NA     MSSliu      MSS
24          0    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          1    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          2    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          3    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          4    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          5    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          6    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          7    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          8    10  20   0.75       GSS   5   NA     MSSliu      MSS
24          9    10  20   0.75       GSS   5   NA     MSSliu      MSS
29          0    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          1    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          2    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          3    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          4    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          5    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          6    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          7    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          8    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          9    10  30   0.666667   GSS   10  NA     MSSliu      MSS
29          0    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          1    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          2    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          3    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          4    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          5    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          6    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          7    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          8    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          9    10  35   0.571429   GSS   15  NA     MSSliu      MSS
29          0    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          1    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          2    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          3    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          4    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          5    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          6    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          7    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          8    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          9    10  40   0.5        GSS   20  NA     MSSliu      MSS
29          0    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          1    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          2    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          3    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          4    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          5    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          6    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          7    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          8    10  25   0.8        GSS   5   NA     MSSliu      MSS
29          9    10  25   0.8        GSS   5   NA     MSSliu      MSS
36          0    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          1    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          2    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          3    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          4    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          5    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          6    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          7    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          8    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          9    15  25   0.6        GSS   10  NA     MSSliu      MSS
36          0    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          1    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          2    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          3    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          4    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          5    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          6    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          7    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          8    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          9    15  30   0.5        GSS   15  NA     MSSliu      MSS
36          0    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          1    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          2    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          3    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          4    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          5    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          6    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          7    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          8    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          9    15  35   0.428571   GSS   20  NA     MSSliu      MSS
36          0    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          1    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          2    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          3    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          4    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          5    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          6    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          7    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          8    15  20   0.75       GSS   5   NA     MSSliu      MSS
36          9    15  20   0.75       GSS   5   NA     MSSliu      MSS
#
j3-per0-1   NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per0-2   NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per10-0  NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per10-1  NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per10-2  NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per20-0  NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per20-1  NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j3-per20-2  NA   3   3    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per0-0   NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per0-1   NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per0-2   NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per10-0  NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per10-1  NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per10-2  NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per20-0  NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per20-1  NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j4-per20-2  NA   4   4    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per0-0   NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per0-1   NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per0-2   NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per10-0  NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per10-1  NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per10-2  NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per20-0  NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per20-1  NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j5-per20-2  NA   5   5    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per0-0   NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per0-1   NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per0-2   NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per10-0  NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per10-1  NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per10-2  NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per20-0  NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per20-1  NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j6-per20-2  NA   6   6    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per0-0   NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per0-1   NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per0-2   NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per10-0  NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per10-1  NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per10-2  NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per20-0  NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per20-1  NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j7-per20-2  NA   7   7    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per0-1   NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per0-2   NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per10-0  NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per10-1  NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per10-2  NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per20-0  NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per20-1  NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
j8-per20-2  NA   8   8    0          OSS   NA  NA     OSSbrucker  OSSbr
#
GP03-01     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-02     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-03     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
